era,n,coef_z,t_z,ic_mean
2005-09,153,0.0015602346984710887,0.7529250592642852,0.08333333333333333
2010-14,180,0.003022472358684149,1.4307950752233984,0.041666666666666664
2015-19,180,0.0003498995336387152,0.19530921804191434,-0.05
2020-26,231,0.0009446364051747717,0.5398450303252224,0.01948051948051948
