ann_ret,ann_vol,sharpe,ann_turnover_1way,beta_SPY,t_SPY,beta_QQQ,t_QQQ,beta_TLT,t_TLT,beta_dDGS10,t_dDGS10
0.023732248378090758,0.05829742742477265,0.40708911913334417,1.9515656811067763,-0.14454254500666108,-6.617308777198939,0.04253946584774004,2.6739031809188796,0.3311207417424464,21.908237180533728,0.000944345116101753,0.9411697677187064
