series,cagr,ann_vol,max_dd,turnover_ann
strategy,0.10568154306791522,0.4219254021389744,-0.6622284644495948,
B1_const_SVXY,-0.0101908491612831,0.5365956804571494,-0.9524817321799466,
B2_exposure_matched,0.015994240557871908,0.4945222384505547,-0.9254352447501576,
