Date,pairs_net
2019-05-16,-0.0004170695753592368
2019-05-17,-0.0003062298259051377
2019-05-20,-0.0018207200669980428
2019-05-21,0.0012683699552457938
2019-05-22,-0.000911181860568302
2019-05-23,0.000170666869249958
2019-05-24,-0.0006642005549941299
2019-05-28,-0.001478815341970221
2019-05-29,-7.738583371611263e-05
2019-05-30,-0.0028125812727595647
2019-05-31,0.0009550180161822386
2019-06-03,-0.0003735767073047591
2019-06-04,0.001367411193894279
2019-06-05,-0.0020898824373174786
2019-06-06,0.0002770850018508919
2019-06-07,-0.00025912641427560334
2019-06-10,-0.0006039864870146006
2019-06-11,-0.0009977686187945477
2019-06-12,-0.00193291889133544
2019-06-13,0.00017207018880440294
2019-06-14,-0.0010460513030265584
2019-06-17,0.0023267070160428484
2019-06-18,-0.0009616472170495971
2019-06-19,-0.001386834951888738
2019-06-20,0.0010109463598227952
2019-06-21,-0.0016146710094092941
2019-06-24,0.00047720398127817367
2019-06-25,0.0017663479902075441
2019-06-26,-8.06567701842531e-05
2019-06-27,0.0015830193309296226
2019-06-28,-0.0022419039949814136
2019-07-01,2.54834439949958e-05
2019-07-02,-0.000333013324864635
2019-07-03,0.0007925671857370431
2019-07-05,-0.00017497609387784774
2019-07-08,0.0
2019-07-09,0.00029115438815626506
2019-07-10,0.00013355532421001072
2019-07-11,-8.927153451341979e-05
2019-07-12,-5.594192981614342e-05
2019-07-15,-0.0005216566927551436
2019-07-16,5.947778302122009e-05
2019-07-17,-2.0918543178045628e-05
2019-07-18,-5.982813333534453e-05
2019-07-19,-0.0008662983467514107
2019-07-22,-0.00042091166310044727
2019-07-23,-0.0008399488230629193
2019-07-24,-0.00030053548052798583
2019-07-25,0.001908965743591673
2019-07-26,-0.0017305196383437128
2019-07-29,-0.0010873569072849664
2019-07-30,6.046368193324936e-05
2019-07-31,-0.0014611087428859327
2019-08-01,-0.0016472649284347484
2019-08-02,-0.000746235209896271
2019-08-05,-0.0007198874469359385
2019-08-06,-0.001575206508173579
2019-08-07,-0.0017296279719809981
2019-08-08,-0.0018081820627972145
2019-08-09,-0.0013707821862696213
2019-08-12,-0.001208841104038909
2019-08-13,0.000539084281678468
2019-08-14,-0.003737702735182149
2019-08-15,-0.0017672052373264213
2019-08-16,0.0025272059250255486
2019-08-19,-0.0003911120691774772
2019-08-20,-0.0018906704690278197
2019-08-21,-0.00042388227499339903
2019-08-22,-0.0017524215685828137
2019-08-23,-0.003275863436914157
2019-08-26,-0.0007540404161015802
2019-08-27,-0.0012773388574661747
2019-08-28,-0.0004036093646094607
2019-08-29,0.001976688412708756
2019-08-30,0.001456878965902122
2019-09-03,-0.0005195583470330089
2019-09-04,0.0008503841046879867
2019-09-05,0.002746070161658152
2019-09-06,0.002493756028514411
2019-09-09,0.0044945837142166935
2019-09-10,0.004055435512793109
2019-09-11,0.00034526940026287313
2019-09-12,8.700203769725911e-05
2019-09-13,0.000772020510762319
2019-09-16,0.0005186807435833285
2019-09-17,-0.002721896710001961
2019-09-18,0.002018136366126331
2019-09-19,-0.0005243802911277218
2019-09-20,0.002976292008676189
2019-09-23,3.124126160872098e-05
2019-09-24,-0.0003965430942341719
2019-09-25,-0.0006123326416570985
2019-09-26,-0.00030663116837053694
2019-09-27,0.00029933540326663175
2019-09-30,-0.0002464618321568568
2019-10-01,-0.0017918803998753674
2019-10-02,0.0004680414506738173
2019-10-03,-0.002307236909825483
2019-10-04,-0.0012320742312897704
2019-10-07,0.0014507922219879998
2019-10-08,-0.00269619591108488
2019-10-09,-0.0018438282994189615
2019-10-10,-0.0010203885313995475
2019-10-11,0.0028450680715497167
2019-10-14,-0.0008042131529948526
2019-10-15,0.001191418305391021
2019-10-16,-0.003050750822557162
2019-10-17,-0.0017969014606600254
2019-10-18,0.001584572772499322
2019-10-21,0.00016553344634720802
2019-10-22,0.0004772194049420908
2019-10-23,0.0005982089426715875
2019-10-24,-9.233973528467443e-05
2019-10-25,6.12960096937698e-05
2019-10-28,0.0003848004164142682
2019-10-29,-8.355785118494553e-05
2019-10-30,0.0001569707158716671
2019-10-31,-0.0064525043392179215
2019-11-01,0.0021319810917973083
2019-11-04,0.001348359161606627
2019-11-05,0.00153979750596813
2019-11-06,0.001859760941779447
2019-11-07,0.0018508316174357597
2019-11-08,0.0017899968817962032
2019-11-11,0.0010229544576537707
2019-11-12,-0.0004306910702597966
2019-11-13,-0.00034410765885049653
2019-11-14,0.0010954017487425417
2019-11-15,0.0008764439838607086
2019-11-18,-0.0009782786565626811
2019-11-19,9.560254729086281e-05
2019-11-20,-0.0022164553765509744
2019-11-21,-0.0009680047433673478
2019-11-22,-0.0001906489784480714
2019-11-25,-0.0010727763647102129
2019-11-26,-0.0007257773003512691
2019-11-27,0.0001774823912677692
2019-11-29,0.0005985525945135284
2019-12-02,-0.0007424455408125485
2019-12-03,0.00025108444627078616
2019-12-04,0.00028634448497793396
2019-12-05,0.0007140120374243652
2019-12-06,0.0004891672185871033
2019-12-09,0.0010861824595287462
2019-12-10,0.0008639011562427323
2019-12-11,-0.0009815764033493846
2019-12-12,0.0008493423047356696
2019-12-13,0.00037072647636387845
2019-12-16,0.002178312649071903
2019-12-17,0.000502183327121819
2019-12-18,0.0001369428184130661
2019-12-19,-0.0010446808066513435
2019-12-20,2.4327338715697254e-05
2019-12-23,0.0017827024081413167
2019-12-24,-0.0019444888539875737
2019-12-26,-0.0011873714928767498
2019-12-27,0.00021083672446797096
2019-12-30,0.0014332517527290056
2019-12-31,0.0008309578620656577
2020-01-02,0.0008849228184182301
2020-01-03,-0.0018830954444075164
2020-01-06,0.0
2020-01-07,-7.814385150629596e-05
2020-01-08,-0.00016013599265714883
2020-01-09,-0.000257568410851714
2020-01-10,-0.00014335645752068692
2020-01-13,-0.00019314222294289243
2020-01-14,-7.459273027037971e-05
2020-01-15,0.00027614383236078453
2020-01-16,2.4922947771606195e-05
2020-01-17,-0.000680256507061332
2020-01-21,-5.5092009935688855e-05
2020-01-22,0.0008098346457100081
2020-01-23,-0.0006769686933902097
2020-01-24,-0.0018829859439851448
2020-01-27,-0.0012544970816453338
2020-01-28,0.0010065680035362522
2020-01-29,-0.0006121472198008804
2020-01-30,0.0008308809055448019
2020-01-31,-0.0026726531426186327
2020-02-03,0.0004582501223202651
2020-02-04,0.0034801814038950864
2020-02-05,0.0013677503966938276
2020-02-06,-0.0010745558258507648
2020-02-07,0.00039436478321296374
2020-02-10,0.00019700981098591086
2020-02-11,-0.0009468188078610029
2020-02-12,0.0014652824363660954
2020-02-13,-0.00033093591098120267
2020-02-14,-0.0013014079603208461
2020-02-18,-0.00027338324135555147
2020-02-19,0.0012378768616087266
2020-02-20,-0.0009234170493671435
2020-02-21,-0.00243213686994878
2020-02-24,-0.00270838465879786
2020-02-25,-0.0006148999986123438
2020-02-26,-0.0032616876559664098
2020-02-27,0.002230366781100761
2020-02-28,0.0006167566987805539
2020-03-02,-0.006558085970438148
2020-03-03,-0.006097812239134499
2020-03-04,-0.006368971317732346
2020-03-05,-0.006526317954716896
2020-03-06,0.005132133526295079
2020-03-09,-0.011623892042155089
2020-03-10,0.004188312949575259
2020-03-11,0.00011033354237118598
2020-03-12,-0.00720689812315211
2020-03-13,0.0009351283100798114
2020-03-16,-0.012790414604125784
2020-03-17,-0.011679720890643864
2020-03-18,-0.02181277479185063
2020-03-19,0.041256892087211776
2020-03-20,0.008837272660203961
2020-03-23,0.015204140735028624
2020-03-24,-0.006502552048588137
2020-03-25,0.00522964675643792
2020-03-26,0.013083307221852573
2020-03-27,-0.0033760918708924527
2020-03-30,-0.007685994050816889
2020-03-31,0.010407836388583436
2020-04-01,-0.013036283951865665
2020-04-02,-0.002426667408853347
2020-04-03,-0.007192919552912637
2020-04-06,0.017304197997638885
2020-04-07,0.008681117222977574
2020-04-08,0.0022787589314331156
2020-04-09,0.0076037733030782295
2020-04-13,-0.0031464121533870326
2020-04-14,-0.005654595609718855
2020-04-15,-0.007283812929696649
2020-04-16,-0.01001680936037438
2020-04-17,0.018343084703397988
2020-04-20,0.005791152160449859
2020-04-21,-0.00534014459864324
2020-04-22,0.0035482815791657487
2020-04-23,0.001882724410002632
2020-04-24,0.00631842243227797
2020-04-27,0.010499991072203552
2020-04-28,0.0025776522431539828
2020-04-29,0.009210642153134779
2020-04-30,-0.006578499038448045
2020-05-01,-0.005268110808007498
2020-05-04,-0.004738569422101831
2020-05-05,-0.005566350749637512
2020-05-06,0.0013145914846026119
2020-05-07,0.005003445128531521
2020-05-08,0.008900636151266829
2020-05-11,-0.006309933217569697
2020-05-12,-0.005216368235618493
2020-05-13,-0.0054079433800061595
2020-05-14,0.008391908516623001
2020-05-15,-0.0027211042914759022
2020-05-18,0.008909332768135887
2020-05-19,-0.0034112333202892444
2020-05-20,0.004380001251676114
2020-05-21,0.0022376777355284784
2020-05-22,-0.00015764814963917573
2020-05-26,0.00847613509238681
2020-05-27,0.002734203245123854
2020-05-28,-0.003334796155450892
2020-05-29,-0.004404445782651456
2020-06-01,-0.0015002854125919418
2020-06-02,-0.0012801687474092228
2020-06-03,0.006559121963615338
2020-06-04,0.00496429581859521
2020-06-05,0.00926533713548957
2020-06-08,-0.00024660717981845215
2020-06-09,-0.0023191705829921183
2020-06-10,-0.005083074879150548
2020-06-11,-0.00795660193296021
2020-06-12,0.0057291281683822136
2020-06-15,0.0033582253475118607
2020-06-16,0.0021513726580560167
2020-06-17,-0.006532868338496303
2020-06-18,-0.0004891271721910618
2020-06-19,-0.0060224018938166
2020-06-22,-0.00015756276272386183
2020-06-23,0.0003102767106906357
2020-06-24,-0.0033087203774538445
2020-06-25,0.005511706068140773
2020-06-26,-0.011863329519222527
2020-06-29,0.010345935862602103
2020-06-30,0.002063654568423048
2020-07-01,-0.005924085445766248
2020-07-02,-0.000961485079650346
2020-07-06,9.535201533281911e-05
2020-07-07,0.0
2020-07-08,0.0002334339197537361
2020-07-09,-0.0010156001916747349
2020-07-10,-0.0012442341998504204
2020-07-13,0.0011191403278990309
2020-07-14,0.0010758970859970729
2020-07-15,0.0022415987613469903
2020-07-16,-0.001040852250766644
2020-07-17,-0.0004957830260540774
2020-07-20,-0.0006198639263683936
2020-07-21,0.004713395620975867
2020-07-22,-0.002664416433694554
2020-07-23,0.00046423924489412014
2020-07-24,0.0006203080122697857
2020-07-27,0.00027620016725308003
2020-07-28,-0.0004571514300571611
2020-07-29,-0.011708326465748877
2020-07-30,-0.0030500967943958377
2020-07-31,0.00755081798549833
2020-08-03,0.000927256512049699
2020-08-04,0.0029408724940322385
2020-08-05,-0.00017221727510368767
2020-08-06,0.0005431646152151393
2020-08-07,0.0013934606217475753
2020-08-10,0.0032486663439225947
2020-08-11,-0.0008019099048660916
2020-08-12,-0.0013899506100132086
2020-08-13,-0.0020153145633604354
2020-08-14,0.001451142274242845
2020-08-17,-0.0015728401075164222
2020-08-18,-0.0004313092670162422
2020-08-19,-0.003535134004377749
2020-08-20,-0.0007081304735436466
2020-08-21,-0.001513665320519848
2020-08-24,-0.0004649978362919249
2020-08-25,0.001868824984727584
2020-08-26,0.0007433495815883439
2020-08-27,0.0025276237743468676
2020-08-28,-0.0008854289508714541
2020-08-31,0.00037320822573358556
2020-09-01,0.000956958896135598
2020-09-02,-0.00046545057626911523
2020-09-03,0.0017415393265152778
2020-09-04,0.001993681023845524
2020-09-08,-0.002282147736246272
2020-09-09,-0.0027115218150871256
2020-09-10,0.004339898820903394
2020-09-11,-0.0035536298129650425
2020-09-14,-0.0026437968632978424
2020-09-15,-0.0029491869246483214
2020-09-16,-0.0007884318214083419
2020-09-17,0.0006752922298338415
2020-09-18,-0.0030715787412974715
2020-09-21,0.0038096317853621863
2020-09-22,0.005520451829599116
2020-09-23,-0.0008165636867713832
2020-09-24,0.0012323135430914146
2020-09-25,-0.002538585885073814
2020-09-28,0.0016333729961237253
2020-09-29,-0.0014275671297726267
2020-09-30,-0.00036722677547946337
2020-10-01,-0.0021323092057710215
2020-10-02,0.002429879897734066
2020-10-05,-0.0021202152558656364
2020-10-06,0.001366191320570349
2020-10-07,-0.0025348671669076996
2020-10-08,-0.002053446295640038
2020-10-09,0.00016071392892315738
2020-10-12,0.0023404267754818255
2020-10-13,-0.003938321085587951
2020-10-14,-0.00037943799282532666
2020-10-15,0.0016923138401843496
2020-10-16,5.077071743194272e-05
2020-10-19,-0.002288352330616206
2020-10-20,0.0036873834060326227
2020-10-21,-0.000703222023715635
2020-10-22,0.00227284514989168
2020-10-23,0.0049585600621475856
2020-10-26,4.299850850218556e-05
2020-10-27,6.815057529443891e-05
2020-10-28,0.0003474016385597367
2020-10-29,-0.0024982192772610955
2020-10-30,0.0006386457928801837
2020-11-02,0.0013675505833280366
2020-11-03,0.006574944023711562
2020-11-04,-0.001256754416643946
2020-11-05,-0.0034934927608319486
2020-11-06,0.0004193087893733161
2020-11-09,-0.0028395722117682686
2020-11-10,0.005298889620477463
2020-11-11,0.006062972019452253
2020-11-12,0.0025013983169733687
2020-11-13,-0.0019964449270060626
2020-11-16,-0.0028668668704151744
2020-11-17,0.0019178039881973463
2020-11-18,0.0023815106510079874
2020-11-19,0.000692034289061323
2020-11-20,0.0021069778410258942
2020-11-23,0.000697047806467328
2020-11-24,0.0050714419221641795
2020-11-25,-0.0015221067232723874
2020-11-27,0.0012703223639288818
2020-11-30,0.0004206961949796506
2020-12-01,-0.00015729932479237706
2020-12-02,-0.00312210312982526
2020-12-03,0.0011071060039643066
2020-12-04,0.004800074320853834
2020-12-07,-0.004225391601729376
2020-12-08,0.0030295647383348423
2020-12-09,0.0007581780602628574
2020-12-10,0.0020099601924581465
2020-12-11,-0.0014915054425548191
2020-12-14,0.002307146494552057
2020-12-15,-0.0015522218355307248
2020-12-16,0.0010569203649971137
2020-12-17,0.0038187644898759142
2020-12-18,-0.0027893137633687435
2020-12-21,0.0025578450110323157
2020-12-22,-0.004323689622553846
2020-12-23,0.0011590453218936147
2020-12-24,-0.0011476299804565127
2020-12-28,0.0022373831558594004
2020-12-29,-0.00014311278778964987
2020-12-30,-0.0037143261724812927
2020-12-31,0.0004423388763916858
2021-01-04,-0.00012530415017167673
2021-01-05,0.0
2021-01-06,-0.0025761597246916844
2021-01-07,-0.0010062641338582656
2021-01-08,0.0019872517635100982
2021-01-11,-0.0013746996435938508
2021-01-12,-0.00019297483740486675
2021-01-13,0.001645000026886998
2021-01-14,-0.0013163216561768109
2021-01-15,0.0009624304960622343
2021-01-19,0.0010657858411043941
2021-01-20,2.2760023627199642e-06
2021-01-21,0.0016568163387887603
2021-01-22,0.0018871278669686275
2021-01-25,0.000992177574571198
2021-01-26,0.0014411641487474692
2021-01-27,0.0020883046550847608
2021-01-28,-0.00048232143537241034
2021-01-29,0.0008322628841227431
2021-02-01,0.0006983942209692429
2021-02-02,0.0004488689441599103
2021-02-03,5.6751163104014066e-05
2021-02-04,0.00042849050965160896
2021-02-05,-0.0007599876803409189
2021-02-08,-0.000705602729482353
2021-02-09,7.707864143631449e-05
2021-02-10,0.0021450632788216615
2021-02-11,0.0002692792146392842
2021-02-12,-0.0008872321165355523
2021-02-16,-0.0032229159506496964
2021-02-17,0.001853962749053013
2021-02-18,0.002770905781042432
2021-02-19,-0.002151987308988075
2021-02-22,0.0010765054055698097
2021-02-23,-0.0019923195350319456
2021-02-24,-0.00034539114867786046
2021-02-25,0.00047972386129515156
2021-02-26,0.0006855468956218424
2021-03-01,-0.0005442600346078286
2021-03-02,-0.0006440647430527902
2021-03-03,0.0007725905425780822
2021-03-04,-3.269671373323124e-05
2021-03-05,0.0011603949574584993
2021-03-08,0.0015774320436344924
2021-03-09,-0.000854631276899398
2021-03-10,-0.001881886207600787
2021-03-11,-0.00216945825420519
2021-03-12,-0.0017041073249071737
2021-03-15,0.0020043195499406165
2021-03-16,-0.0010580860741747533
2021-03-17,0.0010250013148781578
2021-03-18,0.00101849010695654
2021-03-19,-0.0019354759428931035
2021-03-22,0.0032364802730690824
2021-03-23,0.002156858765737921
2021-03-24,0.001006342307219188
2021-03-25,-0.0022877189427398916
2021-03-26,0.00028512524043885714
2021-03-29,0.001418219976044237
2021-03-30,-0.00046472698731052863
2021-03-31,-0.0007226336316630766
2021-04-01,-0.0004683689094996879
2021-04-05,-0.00035232840352142467
2021-04-06,-0.0004048645559460784
2021-04-07,-0.0004530915405445124
2021-04-08,-0.0004847206547572713
2021-04-09,1.2505637976012452e-06
2021-04-12,0.0009458857477478033
2021-04-13,0.00210025042840744
2021-04-14,0.0003836261846516221
2021-04-15,0.0011251603313324043
2021-04-16,-0.0008541280878567848
2021-04-19,0.0010867641405961548
2021-04-20,0.0026800809018434155
2021-04-21,-0.0008359396436152733
2021-04-22,-0.0024790819145226717
2021-04-23,-0.004516357797533443
2021-04-26,0.0007988647199515863
2021-04-27,-0.0035388169716987017
2021-04-28,-0.00020675102875362006
2021-04-29,-0.0003167019450885844
2021-04-30,-0.0013918695337290933
2021-05-03,-0.00031173517059421616
2021-05-04,-0.0021090586928426314
2021-05-05,-0.0011463859337138937
2021-05-06,0.000354412273544642
2021-05-07,-0.0009690196551010599
2021-05-10,-0.0024162174689803862
2021-05-11,0.0015803028337090664
2021-05-12,-0.0005693315549098821
2021-05-13,0.0008013239761642676
2021-05-14,-0.00012405106411561784
2021-05-17,-5.93743165601901e-05
2021-05-18,0.0012435636729107768
2021-05-19,0.0008124271195444454
2021-05-20,0.00010312976693915843
2021-05-21,-0.0004544396709192688
2021-05-24,-0.0008805504613384762
2021-05-25,-0.00014763627689563962
2021-05-26,-0.0013047677313507333
2021-05-27,0.0008078988424352707
2021-05-28,-0.0001209840739531587
2021-06-01,0.00013256512993875313
2021-06-02,-0.00020624758982315416
2021-06-03,-0.0019210249294367944
2021-06-04,0.00017435170888225216
2021-06-07,-0.00013122554160152066
2021-06-08,-0.003642677982154807
2021-06-09,0.0009418724946666379
2021-06-10,-0.0002615049332563046
2021-06-11,-0.0013091726294981742
2021-06-14,0.0018556118771309049
2021-06-15,-0.0018469827637163404
2021-06-16,-0.001272711921821681
2021-06-17,0.000625586887420686
2021-06-18,0.0014824297447286194
2021-06-21,-0.0014510492131012253
2021-06-22,-0.0008693391665384942
2021-06-23,-0.0007313176620919948
2021-06-24,2.7171183406640154e-05
2021-06-25,-0.0014386491191525662
2021-06-28,0.0005212507521398591
2021-06-29,0.0022147723087259387
2021-06-30,-0.001079288632794737
2021-07-01,-0.0006485729821160602
2021-07-02,0.0010506166458235698
2021-07-06,0.0008746306122495696
2021-07-07,0.0
2021-07-08,-0.0001494435852685738
2021-07-09,0.0002636449859884382
2021-07-12,-0.0001467116601551077
2021-07-13,-0.000969733635859451
2021-07-14,-0.0006363115796777285
2021-07-15,-0.0003361321009956653
2021-07-16,-0.00012985640971282074
2021-07-19,-0.0008787335350518077
2021-07-20,0.0011897660105497953
2021-07-21,0.00041738179909607266
2021-07-22,-0.0005717402831663021
2021-07-23,-0.0004681911221566959
2021-07-26,-0.003823697651365887
2021-07-27,-0.0006131981693347677
2021-07-28,0.0004530974973671364
2021-07-29,0.0014676449033440009
2021-07-30,-0.0009808937259554562
2021-08-02,0.00016378361506373508
2021-08-03,-0.000887701624566648
2021-08-04,0.0001902195927565975
2021-08-05,0.00011827951945320603
2021-08-06,0.001305600541797387
2021-08-09,-0.0002448049430603216
2021-08-10,-0.00036393685938721274
2021-08-11,-0.00040187215891157146
2021-08-12,0.0005689352334968235
2021-08-13,0.0006177528534978994
2021-08-16,-0.0015934798758872137
2021-08-17,0.0003521697997805484
2021-08-18,-0.0014272225135688466
2021-08-19,-0.0016049192791610144
2021-08-20,-0.0003052924808147783
2021-08-23,-0.00035071263653730256
2021-08-24,-0.0007969400478828592
2021-08-25,0.0002793724793423591
2021-08-26,6.178851325044476e-05
2021-08-27,0.0015475513522022854
2021-08-30,0.0003681970446496963
2021-08-31,0.0004146894759818021
2021-09-01,-0.0015017211684444408
2021-09-02,7.057646525799876e-05
2021-09-03,-0.0013850461512839951
2021-09-07,-7.629239024647737e-05
2021-09-08,0.00031558028400243245
2021-09-09,0.0016577646450294714
2021-09-10,-0.002188191203276408
2021-09-13,-0.0006850082197438101
2021-09-14,-0.0007526081608249369
2021-09-15,0.0015995010946824517
2021-09-16,-0.0009402062081691764
2021-09-17,-0.0008661593568625236
2021-09-20,0.0017197612964343766
2021-09-21,2.0853605545581023e-05
2021-09-22,0.0004229177637476278
2021-09-23,0.002942852253369186
2021-09-24,0.0018752217902879308
2021-09-27,0.0019266384552091265
2021-09-28,0.0001968280577905457
2021-09-29,0.0004745064899003659
2021-09-30,0.0016670942545740331
2021-10-01,0.0008392792582196162
2021-10-04,0.0016061577634387603
2021-10-05,-0.0004930424329993732
2021-10-06,-0.0006283852105195553
2021-10-07,-0.001705714710300763
2021-10-08,-0.00034087368061930245
2021-10-11,-4.05489115934321e-05
2021-10-12,-0.0029100344160904413
2021-10-13,0.0021738652297648067
2021-10-14,0.0004934310765830463
2021-10-15,0.004996972745660937
2021-10-18,-0.0033655146894626055
2021-10-19,0.0006631982046457718
2021-10-20,-0.0013816168158166109
2021-10-21,-0.0017956255145251032
2021-10-22,-0.0036008408018382452
2021-10-25,-0.0004307194923064106
2021-10-26,-0.0011213142611012294
2021-10-27,0.0001435126312413737
2021-10-28,0.0006852062949814153
2021-10-29,-0.002916990950817193
2021-11-01,-0.000472002019943436
2021-11-02,-0.0014864706666732363
2021-11-03,0.00013777794941822964
2021-11-04,0.00028156114430263115
2021-11-05,0.0004776492667247867
2021-11-08,0.0001843430528522827
2021-11-09,0.001354740028804775
2021-11-10,-0.0009297431324369865
2021-11-11,-0.0035672503342043327
2021-11-12,0.0008738086657819077
2021-11-15,-0.0020355123160699117
2021-11-16,0.0013024121597226567
2021-11-17,0.0019472196653747863
2021-11-18,-0.0014668363162931475
2021-11-19,0.0014185436156629438
2021-11-22,0.0006519761449119055
2021-11-23,-2.029355434693514e-05
2021-11-24,-0.001769979427962347
2021-11-26,-0.0017603415991662196
2021-11-29,-0.0001194185675209325
2021-11-30,0.0017725120567641973
2021-12-01,0.0005399519244727968
2021-12-02,0.0006549806412590487
2021-12-03,-0.0003890898424059919
2021-12-06,0.002358775569708169
2021-12-07,-0.0012744729935356357
2021-12-08,0.002795346262868288
2021-12-09,0.0007954275339203454
2021-12-10,-0.002341112734564481
2021-12-13,0.0004947394797676719
2021-12-14,0.0013810320717640057
2021-12-15,0.0009153348273283357
2021-12-16,0.0004783896731939774
2021-12-17,-0.0001367221866960988
2021-12-20,0.000561912239706257
2021-12-21,0.0007549073623664526
2021-12-22,-0.0008473405793602784
2021-12-23,0.0013158518159535637
2021-12-27,-2.1289650177598317e-05
2021-12-28,0.0013679520202823858
2021-12-29,-0.002052979254639955
2021-12-30,0.00048319405935509874
2021-12-31,-0.0009501545352901863
2022-01-03,0.003254244191053641
2022-01-04,0.0
2022-01-05,0.0004160419075535127
2022-01-06,-0.0001458546360897417
2022-01-07,0.0011640437323202635
2022-01-10,0.0006109027799891642
2022-01-11,-0.000908686743004441
2022-01-12,-0.0005693065148567799
2022-01-13,-0.0010102667726389037
2022-01-14,-0.0037925841023428775
2022-01-18,-0.0009083974353821045
2022-01-19,0.00014174931807004354
2022-01-20,0.0016086087560886208
2022-01-21,0.0031219361595764706
2022-01-24,0.0022418889625136673
2022-01-25,-0.0026295943590231375
2022-01-26,-0.0026007948413145797
2022-01-27,-0.0016123297798411329
2022-01-28,-0.0002584569106330581
2022-01-31,0.0022200849636999087
2022-02-01,0.0008928353948480417
2022-02-02,-0.005332811268946431
2022-02-03,-0.0019958729336317393
2022-02-04,0.0010702764637187646
2022-02-07,0.002572865299258096
2022-02-08,0.00021212569218095333
2022-02-09,-0.002380357583193873
2022-02-10,-9.751232209518567e-05
2022-02-11,-0.0022172805290995123
2022-02-14,0.000889737196006466
2022-02-15,-0.0009940777341997608
2022-02-16,-0.0007843666435444918
2022-02-17,-0.0004055188685632283
2022-02-18,-0.0007163635801440727
2022-02-22,0.0030789080213363997
2022-02-23,-0.009459756016142296
2022-02-24,-0.0011246853071993712
2022-02-25,-0.0027135339467657137
2022-02-28,-0.0005689494628883685
2022-03-01,-0.0031205924550835908
2022-03-02,0.0004949387719912979
2022-03-03,0.0008423523885448514
2022-03-04,-0.0009063284837165964
2022-03-07,0.0023264639123604723
2022-03-08,0.0016277352894772967
2022-03-09,0.002850047178471258
2022-03-10,-0.002584409743983034
2022-03-11,-0.0013560313826979043
2022-03-14,0.002469433191271204
2022-03-15,0.0013206672032086476
2022-03-16,0.0017883851911676785
2022-03-17,0.0021756969530416035
2022-03-18,0.003839637460940142
2022-03-21,-0.0016954754580941222
