uni,n,k,date,p,V_full,V_flat,V_proj,rot_cv,ctl_relexc,lam_spread
large,252,5,2025-12-01,499,0.06680033254712858,0.06555169740049123,0.0920836170355644,0.0633431679650166,0.20195807418781198,17.34388674570797
large,252,5,2026-01-02,499,0.12344327271964019,0.11613417962756031,0.13728505591223933,0.048240545962395916,-0.14884306488911248,17.134492185039168
large,252,5,2026-02-02,499,0.1566592587318284,0.14461725529229633,0.16912924276741725,0.0760444471928279,-0.35881412169972127,16.240832682018663
large,252,5,2026-03-02,500,0.10515780431675618,0.10525247768489998,0.1448117346850359,0.05412468115403066,0.19677310760327482,15.314017336273686
large,252,5,2026-04-01,500,0.09278642975892144,0.08176722689649019,0.0982853103526167,0.05722150595419884,0.19179732668348248,13.245263192871258
large,252,5,2026-05-01,500,0.1386210567239677,0.13397403783249615,0.14887734830411875,0.03789841423583072,-0.36393836666318147,8.027393337441742
large,252,5,2026-06-01,500,0.09725655667450528,0.09428050238571159,0.09947816267367554,0.05507078575100687,0.10006302817180002,7.081451432930417
large,252,5,2026-07-01,500,0.09500656117997217,0.09098491412103919,0.06325292296510371,0.059956535828196086,-0.09747259589344592,7.30242411416567
mid,63,1,2018-05-01,347,0.1141272586904297,0.11412725869042974,0.10670246758547657,,-0.1833292402292911,1.0
mid,63,1,2018-06-01,347,0.08495844317994851,0.08495844317994854,0.08733887397597993,,-0.0071911037092424746,1.0
mid,63,1,2018-07-02,348,0.09072804638695087,0.09072804638695088,0.08475475412291433,,-0.009032154491938504,1.0
mid,63,1,2018-08-01,350,0.06754671090146394,0.06754671090146395,0.07834208474901255,,0.1737393269129921,1.0
mid,63,1,2018-09-04,352,0.10009625281655633,0.10009625281655635,0.08621493439153105,,-0.23246998452176415,1.0
mid,63,1,2018-10-01,353,0.14252343077466445,0.14252343077466445,0.14953633260993604,,0.47807196332534363,1.0
mid,63,1,2018-11-01,353,0.0922949667906225,0.09229496679062255,0.10877728991903825,,0.732691571368747,1.0
mid,63,1,2018-12-03,353,0.2093397291743508,0.2093397291743508,0.19335977140069802,,0.3089081028248295,1.0
mid,63,1,2019-01-02,354,0.10145506098454828,0.10145506098454832,0.097118457842499,,0.6032135972236878,1.0
mid,63,1,2019-02-01,355,0.09474135121818407,0.09474135121818414,0.09845948387653514,,-0.11372856844836687,1.0
mid,63,1,2019-03-01,355,0.07145243077780089,0.0714524307778009,0.07904100145863353,,1.2265423620365503,1.0
mid,63,1,2019-04-01,355,0.10168591283157567,0.10168591283157567,0.10497053222230618,,0.027351958898611972,1.0
mid,63,1,2019-05-01,355,0.09518602364546065,0.09518602364546065,0.10338131858952097,,0.6408983365182663,1.0
mid,63,1,2019-06-03,355,0.14332204707232074,0.14332204707232074,0.13854188545673904,,-0.18658784458935607,1.0
mid,63,1,2019-07-01,355,0.09511498709537572,0.0951149870953757,0.09756603835362952,,0.2702247289040931,1.0
mid,63,1,2019-08-01,356,0.1449130786074322,0.1449130786074322,0.1492680899674397,,0.6088337296743489,1.0
mid,63,1,2019-09-03,358,0.13017133144628998,0.13017133144629,0.1467049487551345,,0.030541689656070625,1.0
mid,63,1,2019-10-01,359,0.09266975055258406,0.09266975055258407,0.09261255134388875,,0.31264248789836624,1.0
mid,63,1,2019-11-01,360,0.12456109033243098,0.12456109033243094,0.14267538721080988,,-0.3687237774547262,1.0
mid,63,1,2019-12-02,360,0.05595510717371738,0.05595510717371738,0.058814383734459054,,0.23755942968352528,1.0
mid,63,1,2020-01-02,362,0.08084573557522697,0.08084573557522695,0.10277915306737034,,0.42145593722863994,1.0
mid,63,1,2020-02-03,363,0.2646749474399177,0.26467494743991765,0.27809924046093865,,0.03334730491799598,1.0
mid,63,1,2020-03-02,364,0.8086266492647431,0.808626649264743,0.9086102955821979,,0.30342443705815314,1.0
