uni,n,k,date,p,V1,stab1,V3,stab3,V6,stab6,V12,stab12
large,252,5,2022-04-01,486,0.14149896782633287,0.9999999999999981,0.139956642216204,0.8954918833646306,0.14279231428920655,0.6452571137734111,0.1538123573972571,0.7441242810558438
large,252,5,2022-05-02,486,0.17698877499371157,0.9999999999999977,0.18713648680669717,0.9356142463150493,0.20109152998487378,0.672540116728497,0.22696275110349906,0.7251215643832366
large,252,5,2022-06-01,486,0.18094067084518634,0.9999999999999977,0.18434225343570868,0.9813510018072651,0.19177131711978204,0.763606614624078,0.21330316807014432,0.7107204324176065
large,252,5,2022-07-01,486,0.09780790213140331,0.9999999999999986,0.0933955808089783,0.9731493777118163,0.10147755495702052,0.9045063216645013,0.10396233575522215,0.70683843342657
large,252,5,2022-08-01,486,0.1386430496442277,0.9999999999999979,0.1450160510197237,0.9725722919225175,0.14618581142230822,0.944500112978544,0.15117414448677796,0.7150818048219842
large,252,5,2022-09-01,487,0.16769781980330048,0.9999999999999981,0.16688396848333226,0.9827661260071129,0.17813493322934196,0.9456537444195904,0.19434537001796745,0.6829764918124406
large,252,5,2022-10-03,487,0.1519126536210507,0.9999999999999993,0.16000749395867864,0.9792747676211582,0.1725658674638872,0.9352488853699388,0.1767733693760681,0.7220459219946227
large,252,5,2022-11-01,487,0.15233619877295093,0.999999999999999,0.13868411044175863,0.9827686509062291,0.12260891841303936,0.9273479443524574,0.10980783476415969,0.7709665663860288
large,252,5,2022-12-01,489,0.10444224373737819,0.9999999999999991,0.11092560655423307,0.9280224795871342,0.10458777826523298,0.907211843693573,0.10444072625468125,0.8264146177776187
large,252,5,2023-01-03,489,0.13365348949134673,0.9999999999999976,0.15620115023167214,0.9078123757746638,0.16643887792485476,0.854945435530154,0.15187835925540433,0.8285273079321429
large,252,5,2023-02-01,490,0.1334242719393605,0.9999999999999981,0.12909796909931537,0.9609954723478533,0.11935471486503356,0.8267120630880986,0.11382572448627207,0.7815971439583308
large,252,5,2023-03-01,490,0.11417822158480277,0.9999999999999989,0.11700649730604687,0.9824104544178638,0.12053852924769806,0.8395236336978223,0.11729649792534683,0.7424303546908634
large,252,5,2023-04-03,492,0.11253865435507937,0.999999999999998,0.11216496970874303,0.9596238991837968,0.11603795646217922,0.896160155213827,0.11910197278515983,0.7240213601946699
large,252,5,2023-05-01,492,0.11711360048024222,0.9999999999999993,0.11891885683346111,0.9579485599960078,0.12310371204192776,0.9460354344861952,0.11063460028193672,0.7310573714795194
large,252,5,2023-06-01,492,0.14260737339893595,0.9999999999999964,0.1394442058421842,0.9578083196548475,0.13178367382917422,0.918585724490466,0.12476365405342815,0.7685718715651879
large,252,5,2023-07-03,493,0.0844686732800277,0.9999999999999981,0.07755969040487137,0.8893453401857531,0.08176708780845017,0.8490972828865117,0.09073521654329697,0.7942805014852573
large,252,5,2023-08-01,493,0.09857281803748578,0.9999999999999989,0.09650850539714376,0.9073554975556938,0.09537039625919806,0.8035611382472103,0.09507910276560232,0.8095732034759315
large,252,5,2023-09-01,493,0.08553855269990585,0.9999999999999994,0.0885431752245733,0.9631295870121559,0.0886575683248197,0.7989284122032737,0.08148484705185141,0.7665607333034709
large,252,5,2023-10-02,493,0.15518508088152108,0.9999999999999987,0.1553282861561243,0.9753067050799225,0.1549202018689455,0.8135543214642192,0.14823461153151965,0.7173400980812008
large,252,5,2023-11-01,493,0.0943375686620582,0.9999999999999996,0.09466839822418373,0.9716024694588974,0.09873609084267895,0.868874450370543,0.10511527376668897,0.6748225910356079
large,252,5,2023-12-01,493,0.14071823179310272,0.9999999999999983,0.13491033624011303,0.9545142168269478,0.13507222028663743,0.9282864131644946,0.1433336081016695,0.6647410358825985
large,252,5,2024-01-02,494,0.06418609610295549,0.9999999999999986,0.056573668770672624,0.9160518318333182,0.06069942254327452,0.9195415961966683,0.06929094949175504,0.6755651234638664
large,252,5,2024-02-01,494,0.07625970354017318,0.9999999999999973,0.07844102489133083,0.9388695046033646,0.08573580561874777,0.8884830041042788,0.082903635903565,0.7009440886822319
large,252,5,2024-03-01,494,0.078842916000654,0.9999999999999981,0.07148238119107961,0.9520115180360302,0.06468765329791726,0.8470851034090767,0.06759633937961923,0.7223279773705301
large,252,5,2024-04-01,494,0.09513804144842078,0.9999999999999999,0.09723402545357737,0.9531493211506145,0.100101633440205,0.8522717986151075,0.09733140636250924,0.7460588963482295
large,252,5,2024-05-01,494,0.08994492111822479,1.0000000000000002,0.0902090176339512,0.964695607118526,0.08969138282500329,0.9004681290911312,0.09204628718587847,0.7679464324312362
large,252,5,2024-06-03,494,0.07259760596154533,0.9999999999999988,0.06676959842547738,0.9575164954982499,0.06673017093038006,0.913662251249507,0.07457169300202113,0.7878303449828737
large,252,5,2024-07-01,494,0.09497505236560298,0.9999999999999976,0.09479032217633647,0.9571602441681971,0.10090005645968757,0.9134357581722359,0.10441461612932551,0.7883428334802824
large,252,5,2024-08-01,494,0.14577099362767143,0.9999999999999983,0.15394210656737012,0.9281437694721875,0.15070096662057264,0.9147743210791954,0.1427759841983633,0.7876935422617314
large,252,5,2024-09-03,494,0.07688164762553501,0.9999999999999981,0.08224133144008818,0.9203280605172308,0.08432521414829527,0.8776755427942632,0.0912487864280171,0.7822525063964662
large,252,5,2024-10-01,494,0.09623959367592455,0.9999999999999984,0.09614658110129537,0.8526369783538024,0.09697340515862887,0.8283719216265503,0.09589657695189632,0.7774082376080279
large,252,5,2024-11-01,494,0.12697399508050058,0.9999999999999986,0.1495714843625567,0.6688173703902955,0.15792968803010934,0.7141008262134039,0.14345572390183514,0.7469473643809652
large,252,5,2024-12-02,495,0.0848094397622199,0.9999999999999982,0.08649709212746752,0.7213662987444592,0.0839218563978182,0.7054416411892783,0.08208656886302385,0.7257504680721305
large,252,5,2025-01-02,495,0.11251945484393318,0.9999999999999993,0.12550030021969527,0.6736747600901232,0.09502890441173335,0.698712934739159,0.0920721156538333,0.6999941177268356
large,252,5,2025-02-03,495,0.0963207456968607,0.9999999999999977,0.09073177208540545,0.7650149605468105,0.0856868985810418,0.6744312368108116,0.0946643135150064,0.6753411030415916
large,252,5,2025-03-03,495,0.10043078101139802,0.9999999999999986,0.10494546109997183,0.9435639792590342,0.11367918940355207,0.6761461673452458,0.12966190302538158,0.6524450440184827
large,252,5,2025-04-01,495,0.30661960279043377,0.9999999999999992,0.3054495629671034,0.9603416867047309,0.2987039205812581,0.7665378097426004,0.3554403602903618,0.6493427057215638
large,252,5,2025-05-01,496,0.1384289847868837,0.9999999999999977,0.11972597498962581,0.9567858389044643,0.12236698327070028,0.819431411395246,0.11298551798991273,0.6564572457599197
large,252,5,2025-06-02,496,0.0853848556854496,0.9999999999999976,0.09099935604757543,0.9366356005372388,0.09184461920932457,0.9121350672583739,0.07541726186787232,0.6888532298855429
large,252,5,2025-07-01,496,0.10229554465993558,1.0,0.10839688445375568,0.9666620498414646,0.09505845241754937,0.9228785489008989,0.08706624576789382,0.7201279561056709
large,252,5,2025-08-01,496,0.09765888425597684,0.9999999999999991,0.10244378513097123,0.9633689903973226,0.11246897194235428,0.9307121173502121,0.10176844121781506,0.7474143907990354
large,252,5,2025-09-02,496,0.08041556588467529,0.999999999999999,0.08234909420340246,0.9128227985923174,0.08442225443340828,0.8799049849931461,0.0928349355353051,0.7521498595673448
large,252,5,2025-10-01,497,0.08596671115405961,0.9999999999999988,0.08488679342891596,0.9246218823363772,0.08513668655273711,0.8909948669940786,0.0996056400864802,0.7781511484302648
large,252,5,2025-11-03,497,0.10909347431608378,0.999999999999999,0.10353383500698703,0.9236034897029631,0.10335606637481297,0.894268961857104,0.08875571833214144,0.7922946161354277
large,252,5,2025-12-01,497,0.08225837247085584,0.9999999999999998,0.0872507696691185,0.8553641107061375,0.0897040372292017,0.8828236586902242,0.0748849651364424,0.8391003641585415
large,252,5,2026-01-02,497,0.11279661985586192,0.9999999999999987,0.11000200030108218,0.8443385352148006,0.10836454290555299,0.8140385173776202,0.09929019389964074,0.8397598356421275
large,252,5,2026-02-02,497,0.13305142455303226,0.9999999999999979,0.13245468648443318,0.9652403597847338,0.13083821609603255,0.7735625905774381,0.12407718283045199,0.8192984477666977
large,252,5,2026-03-02,499,0.13866545835991897,0.9999999999999978,0.13621523097466248,0.8810508691607382,0.12917599906571237,0.7972119620794288,0.10452158455029716,0.7856671463478933
large,252,5,2026-04-01,499,0.08188384449331423,0.9999999999999983,0.07977953331245109,0.838245958913195,0.08706870810664179,0.7961909131738553,0.0872794269085117,0.7512092482635887
large,252,5,2026-05-01,499,0.1304252645138834,0.999999999999998,0.1599699072387068,0.730793214027348,0.12100345474518673,0.7930380147300339,0.10701661414248884,0.6981451287905496
large,252,5,2026-06-01,499,0.07865331929915098,0.9999999999999994,0.08665661834991263,0.8390953078082094,0.11087237502586611,0.7220272624300389,0.0984434627034291,0.6491556477278434
mid,63,1,2019-04-01,347,0.1038832479395065,0.9999999999999996,0.11044514919305143,0.9876024525914295,0.11025621306979859,0.9763897072113121,0.11094722032779225,0.9418496986549841
mid,63,1,2019-05-01,347,0.10279903466795741,1.0000000000000004,0.09773240812810383,0.9770183646539858,0.10034077231122036,0.9673586987827544,0.09937674204983003,0.9379203975178884
mid,63,1,2019-06-03,348,0.1352416880941787,1.0000000000000013,0.1289783440596581,0.98169368605707,0.1309879881060275,0.9693802492545148,0.11101303861220736,0.9383616435785537
mid,63,1,2019-07-01,350,0.0943448933692913,1.0000000000000004,0.10770554587593191,0.9837125825879695,0.10849551702987793,0.9693618885453847,0.09120497650208674,0.9376003231237265
mid,63,1,2019-08-01,352,0.15059232661225844,1.0000000000000004,0.14006239339842252,0.989546047003623,0.13299514882158098,0.9707692598308361,0.1293911662014507,0.9398814832817115
mid,63,1,2019-09-03,353,0.14385312960964305,0.9999999999999987,0.12357559604140848,0.9846528376501017,0.12213920064105827,0.9721117710054828,0.09496612875842671,0.944161958139599
mid,63,1,2019-10-01,353,0.09018913692361995,1.0000000000000004,0.08911740725036037,0.9850608500964892,0.09282860910482338,0.971741958709309,0.08944411538468554,0.9509022159957405
mid,63,1,2019-11-01,353,0.13918147616182333,0.9999999999999991,0.1478635222788213,0.9906893942813544,0.14116699584086384,0.9742706143180879,0.12209726847516432,0.95027802926344
mid,63,1,2019-12-02,354,0.05674972663161646,1.0,0.07491628821168002,0.9763579896088985,0.08460669781135623,0.9597573386685504,0.09460251306197151,0.9438097721472397
mid,63,1,2020-01-02,355,0.10321433092469999,0.9999999999999998,0.09569723915450004,0.9669858538836896,0.08882439940555284,0.9475732234942146,0.08594121598488783,0.9331430375541313
mid,63,1,2020-02-03,355,0.2833137420417556,1.0000000000000002,0.2842293123764834,0.9796198736084429,0.2903769030283184,0.9486689633928076,0.2992818658564707,0.9301246134607989
mid,63,1,2020-03-02,355,0.9396336723426341,1.0000000000000007,1.0496012076489962,0.9207917839906777,1.0366058996404923,0.9344306115667047,1.0136599284155872,0.9283444245339904
mid,63,1,2020-04-01,355,0.3250371297559958,0.9999999999999984,0.48763104695166287,0.8970975956404049,0.533407227902812,0.8980361512691619,0.5197228222302751,0.9170758103661507
mid,63,1,2020-05-01,355,0.1865031083684975,0.9999999999999991,0.22021155210693386,0.9685802660023131,0.21994183888339192,0.8737791815860619,0.23795808870183063,0.9087423043136348
mid,63,1,2020-06-01,355,0.26508635837292643,1.0000000000000002,0.25723686231264026,0.9985746174309047,0.2881691719720403,0.8803529526354877,0.23405653968078455,0.9007643080923872
mid,63,1,2020-07-01,356,0.18982777704453058,1.0000000000000007,0.18741877157643544,0.9885668119781268,0.1910140642038732,0.9202541185689188,0.1569084780667159,0.8967953515022343
mid,63,1,2020-08-03,358,0.1322795665038684,1.0000000000000004,0.1689944670019595,0.9806652528199945,0.19955276426895407,0.9625157559499731,0.13644425362391696,0.894766077746694
mid,63,1,2020-09-01,359,0.24513573144378834,0.9999999999999992,0.24469365351432254,0.9870631787928567,0.23773930985060454,0.9660632920126275,0.238312163646828,0.8910917700268235
mid,63,1,2020-10-01,360,0.16982970608453637,1.0000000000000007,0.17451570043939554,0.987255875989166,0.1790547686463401,0.9665955558070009,0.16677762549223657,0.8896878115818113
mid,63,1,2020-11-02,360,0.3421697950499812,0.9999999999999994,0.29726752951633323,0.9757034678962456,0.3312306647673035,0.9680297301270971,0.3044082437592196,0.892833424938145
mid,63,1,2020-12-01,362,0.1266307117553544,1.0,0.14707437432344891,0.9639886340415943,0.15146386226517064,0.9577448825303135,0.172862640757706,0.8957036666352195
mid,63,1,2021-01-04,363,0.21327648554716522,1.0000000000000022,0.21208583015109034,0.9610948889954157,0.20005102791798243,0.9415229411797342,0.19396806164232772,0.904382027540899
mid,63,1,2021-02-01,364,0.23015814662306475,0.9999999999999998,0.21196835394507124,0.974153718168903,0.21452544042312358,0.9284000339752949,0.22383175774684294,0.9121158656144446
mid,63,1,2021-03-01,365,0.2628876973519865,1.000000000000001,0.2663154129115656,0.7723774911583989,0.2678860189983904,0.8236259621962284,0.28092651433547616,0.8602371945994339
mid,63,1,2021-04-01,365,0.12495557573738282,1.0000000000000022,0.12023186968909066,0.8436189849537962,0.10902901887096654,0.7511565045061414,0.13055533213783466,0.8168848093655455
mid,63,1,2021-05-03,365,0.15045679980152343,1.0000000000000009,0.18580922533240557,0.7208392177412364,0.17388565409480886,0.7054866813707737,0.17722304230777927,0.8018289325646655
mid,63,1,2021-06-01,365,0.13079670912590585,1.0000000000000022,0.11031290856468765,0.7601772091363908,0.10067876888403277,0.6876613472652152,0.11376123948788756,0.7942925621034417
mid,63,1,2021-07-01,366,0.10657118962443674,1.0000000000000018,0.11235616931156588,0.9686949933165455,0.11442488899559532,0.7176864100733714,0.11512845661741951,0.7921163989263361
mid,63,1,2021-08-02,367,0.10154630589587652,1.0000000000000009,0.10739391640735828,0.9757820545127317,0.0998289323501627,0.7452806022085986,0.10049092286839105,0.7938389652457541
mid,63,1,2021-09-01,370,0.11867122861281702,0.9999999999999988,0.12311260283763813,0.988009900416792,0.12872299429589945,0.8514973764117962,0.1227019634967782,0.7993866522801082
mid,63,1,2021-10-01,370,0.12989095645533835,0.9999999999999994,0.1352840153878541,0.9904394359502587,0.12158115432632476,0.9577227402570991,0.13549904630164822,0.8008532060452188
mid,63,1,2021-11-01,370,0.10011205138552864,1.0000000000000007,0.10529568404113411,0.9880902873695628,0.10539650105219095,0.9685930990928219,0.11175431715754694,0.8005221804308909
mid,63,1,2021-12-01,372,0.15729994399955144,0.9999999999999997,0.1590184854865595,0.9864979580889345,0.16523172558993635,0.9759382216470611,0.15925956407872613,0.8092807599191778
mid,63,1,2022-01-03,373,0.18185982426639877,0.9999999999999997,0.22763629764996432,0.9825454010142863,0.25609124937977373,0.9719545990356666,0.23963450072190745,0.8263480912563099
mid,63,1,2022-02-01,374,0.19483155331800175,0.9999999999999984,0.19163963075403265,0.9721726221947536,0.21979342553844072,0.9588785299000265,0.20269653949181626,0.8401990366457013
mid,63,1,2022-03-01,375,0.17790117801760352,0.9999999999999997,0.15827717945766728,0.9691349623126758,0.179672264386707,0.9425047992953502,0.18820977916597895,0.8872155203914593
mid,63,1,2022-04-01,376,0.19455242982613974,1.0000000000000004,0.2029024031957194,0.9715482738530103,0.1757695196050988,0.9235217252508359,0.17174552850039976,0.919493714472616
mid,63,1,2022-05-02,376,0.20697223161786327,1.0000000000000002,0.20137396469660293,0.9839822709624321,0.18786526553240065,0.925482676418623,0.18680572047512928,0.9104642281469888
mid,63,1,2022-06-01,377,0.22529346295605154,0.9999999999999992,0.23241064861468497,0.9900165478677626,0.20212941668551687,0.9474929852837155,0.22894476534066224,0.8994339183854818
mid,63,1,2022-07-01,379,0.24136412920915648,0.9999999999999982,0.23003778795274787,0.9847110195744221,0.2298481367427393,0.9685901580272301,0.1789968194587621,0.8988147162887228
mid,63,1,2022-08-01,379,0.15215540807772862,0.9999999999999988,0.15284768805517016,0.9920872917371861,0.15591572479468668,0.9764156211328348,0.14426542136997775,0.9045235678112825
mid,63,1,2022-09-01,381,0.1737794773522682,1.0000000000000009,0.1824878938756126,0.9936613612094691,0.20821912287648006,0.9773250041000882,0.18366279946206607,0.9175782655395136
mid,63,1,2022-10-03,385,0.2155981988128636,0.9999999999999992,0.21457434030103886,0.9903938272268243,0.20731195428221008,0.9772537112905567,0.20237923224205795,0.9291119924970954
mid,63,1,2022-11-01,385,0.2457293060488244,0.9999999999999991,0.22575445123080576,0.9913553902154623,0.2153728670310944,0.9808206305483606,0.2112844779798723,0.9415584766489778
mid,63,1,2022-12-01,386,0.10563681661719351,0.9999999999999999,0.10171566203704575,0.9910822066052327,0.11550021704309567,0.9834611247580021,0.12701466586664822,0.9549890177110978
mid,63,1,2023-01-03,387,0.15702426639433947,1.000000000000001,0.17130050651013323,0.9919595238222877,0.17313898466583885,0.9824600537426194,0.1649824567684155,0.9637102996034514
mid,63,1,2023-02-01,387,0.11308692861165001,0.9999999999999986,0.13009065740698103,0.994111311731557,0.15040616820613323,0.9819643063177231,0.15055712699892831,0.9642687572720283
mid,63,1,2023-03-01,387,0.23592918993599968,0.9999999999999998,0.23581030461153635,0.9905968112967455,0.23639028406022092,0.9809509473349153,0.2447455687935743,0.963774445705756
mid,63,1,2023-04-03,387,0.10925542380722211,1.000000000000001,0.10970832777388306,0.9709306198348213,0.12124450634988072,0.972416134298984,0.1386070287549522,0.961532187270997
mid,63,1,2023-05-01,387,0.13344052836282205,1.0000000000000002,0.1107829241762005,0.9685042471173894,0.08993517739981174,0.9618908610759902,0.1051409209079463,0.9583358224778001
mid,63,1,2023-06-01,388,0.10051303938982582,0.9999999999999986,0.08953062855304995,0.9780892663529636,0.12120478021623798,0.9379868631980944,0.16472970712619267,0.9450174573213566
mid,63,1,2023-07-03,388,0.09967335948496753,0.999999999999999,0.09976133482372054,0.9743993577126063,0.092025363988018,0.9291762827959089,0.107800542681882,0.9324601557224096
mid,63,1,2023-08-01,388,0.11278185234051509,1.0,0.11133464715596002,0.9863074176692102,0.09350329530812035,0.9390243520319465,0.08402232391202998,0.9234693558407698
mid,63,1,2023-09-01,388,0.12367047139019875,1.0000000000000002,0.1281874043774997,0.9671521048266698,0.12946149001436352,0.954646907205867,0.13068447279719778,0.9216569332064608
mid,63,1,2023-10-02,388,0.13367737084713735,1.0000000000000004,0.14206776296324075,0.957860553913967,0.14799543000133128,0.945785453322207,0.12480735067259889,0.9217221469008998
mid,63,1,2023-11-01,388,0.09755206549846605,0.9999999999999982,0.10387597890250107,0.9694825144016638,0.1025238093004265,0.9336191817595771,0.11909908897592639,0.9210585587751277
mid,63,1,2023-12-01,389,0.12050206340383131,0.9999999999999992,0.1391656104388588,0.9723405307390933,0.12318197252436282,0.9363234894086249,0.1349359775837495,0.9213777671256439
mid,63,1,2024-01-02,389,0.0886714026802964,0.9999999999999996,0.08447827874332209,0.9803471409382593,0.10116814476542027,0.9447984034874571,0.11841029673486464,0.9232490297249973
mid,63,1,2024-02-01,389,0.0845284261940892,1.0000000000000004,0.08311128626065216,0.9919200489260735,0.08617347000194396,0.9618855745208302,0.09364591773289649,0.9265320349081402
mid,63,1,2024-03-01,389,0.06417351140407639,1.0000000000000002,0.06211181152251188,0.9891260456031925,0.062054423353421984,0.9657170801304682,0.0809932828439622,0.930059982183182
mid,63,1,2024-04-01,389,0.08512614309069212,0.9999999999999989,0.08345308085813723,0.9826326871353784,0.08371618216642703,0.9683223636758501,0.08074492219629428,0.9273290797420229
mid,63,1,2024-05-01,390,0.09793945020762518,0.9999999999999998,0.10333765287163316,0.9879605222295003,0.10825539845217239,0.9742803203491056,0.10266813822833158,0.9271029809863048
mid,63,1,2024-06-03,391,0.1743579320963938,1.000000000000001,0.11648057988778522,0.9566662257935328,0.1039760913633398,0.9589304872388253,0.09073667273985178,0.9282197266570094
mid,63,1,2024-07-01,391,0.16562538786140846,1.0000000000000007,0.12300375901439954,0.9182381991956332,0.10705214203987821,0.9191819873959158,0.10014554198294849,0.9132566901000168
mid,63,1,2024-08-01,392,0.1399002967806063,0.9999999999999998,0.16495834054623984,0.9560670671251842,0.13182766932013293,0.916511814817349,0.11842284517086309,0.9197113506012696
mid,63,1,2024-09-03,394,0.08357731566430317,1.0000000000000004,0.09327595247070787,0.9164233348075319,0.08828339999559985,0.911433474114065,0.0917114120878734,0.9190753084466206
mid,63,1,2024-10-01,395,0.10006815530644152,0.9999999999999993,0.09402022679861877,0.9740937720198823,0.08571570654884109,0.9145524617333243,0.07777564767832787,0.9187991324323307
mid,63,1,2024-11-01,395,0.14106962042299298,0.9999999999999981,0.13117447726681156,0.9897884433486824,0.14154746425657153,0.9166154468382637,0.1437829029776276,0.917515260896047
mid,63,1,2024-12-02,396,0.1287254591863514,0.9999999999999994,0.11375219731781565,0.9424189826354908,0.11343197840887644,0.8941238897307845,0.11323279388414699,0.902470098055831
mid,63,1,2025-01-02,396,0.12378526992148658,1.0000000000000002,0.14229167354906566,0.9422725981314307,0.17522944892137582,0.9258729144105252,0.1607445779657487,0.892711650102919
mid,63,1,2025-02-03,396,0.10035404116286042,0.9999999999999981,0.10101850591011886,0.989079588401616,0.09968598675134363,0.9355495308157973,0.10786407888918415,0.8895547204136991
mid,63,1,2025-03-03,396,0.157267092916349,1.0000000000000009,0.14919509582515222,0.9544601815940115,0.1348167744965395,0.9298611568533236,0.12898113747872103,0.8875622837859252
mid,63,1,2025-04-01,396,0.3137558421773499,0.9999999999999987,0.306241513689283,0.9554784005154745,0.2961469323256326,0.9253752805706067,0.2894824792153116,0.8848210476976404
mid,63,1,2025-05-01,397,0.15818639317535518,0.9999999999999997,0.1469947325847523,0.9681071265898397,0.14244295130460272,0.9274106232715982,0.13865515907793025,0.8860375694468426
mid,63,1,2025-06-02,397,0.11009013226085043,1.0000000000000002,0.12123690698822198,0.9713626857958773,0.11811629416701253,0.9310384003363975,0.11114393774141115,0.8924777735492463
mid,63,1,2025-07-01,398,0.12004580174864163,0.9999999999999996,0.12398459111859983,0.9976909763120818,0.12969960765799946,0.9426755649830214,0.12032388116464059,0.9182974020573131
mid,63,1,2025-08-01,398,0.07287532840114666,0.9999999999999993,0.08175733541901342,0.977264303057368,0.11164292589764802,0.9449501663307144,0.12080178206806079,0.9182059684854659
mid,63,1,2025-09-02,398,0.0747742616494594,1.0,0.07780052282169375,0.9659956943189419,0.09299471149984173,0.9405021998838885,0.10818509270452069,0.9095885636713252
mid,63,1,2025-10-01,398,0.09108057896686468,0.9999999999999984,0.08641463980744933,0.9822930545962673,0.0833519910012175,0.9551356501299838,0.10505064768404122,0.9038898936464551
mid,63,1,2025-11-03,398,0.10276874385774676,0.9999999999999994,0.10130599908776426,0.9777727372404371,0.10128879189639468,0.9570418267354398,0.1238371544939735,0.904325933889217
mid,63,1,2025-12-01,399,0.0994906079016277,0.9999999999999988,0.0835926680923805,0.9648469206321946,0.08091545888482843,0.9522088704378151,0.11239577975304163,0.9099159424614148
mid,63,1,2026-01-02,399,0.09933601293440256,1.0,0.08878970044315167,0.9804222137364353,0.07351975093846597,0.9472451944295973,0.0909165434121894,0.9178604706574158
mid,63,1,2026-02-02,399,0.1109264173624987,1.0,0.11166567718177528,0.9838282758169098,0.10420119479290339,0.9454938181548043,0.09797458888553681,0.9252636234207998
mid,63,1,2026-03-02,399,0.10504627101046647,1.0000000000000004,0.10426464308325065,0.9579374333917283,0.1085329288341998,0.9413432747363619,0.1195723780617498,0.9255234765123374
mid,63,1,2026-04-01,399,0.09784224572523087,1.0000000000000004,0.09010251417787776,0.9579456118659149,0.10106876368477262,0.9468322878810246,0.10325078543862308,0.929678853099355
mid,63,1,2026-05-01,399,0.1258301333501004,0.9999999999999991,0.12021045743240846,0.95007658651991,0.12863488311949609,0.9406751433038163,0.12671167248982002,0.9206519111114453
mid,63,1,2026-06-01,399,0.15099591565926468,0.9999999999999996,0.18374388618001636,0.9723062442629015,0.21761393540581558,0.9231566927912334,0.23768374752347113,0.9053352299107305
mid,63,3,2019-04-01,347,0.10075530837401908,0.999999999999999,0.12917758172687557,0.6671453718125062,0.11573310429516119,0.6397172735183683,0.10558662628377266,0.3712421485798274
mid,63,3,2019-05-01,347,0.1038857605720563,1.0000000000000002,0.1092170896601881,0.5488463432253101,0.10709433400485044,0.5824308146029782,0.09506271571447164,0.3558753933639025
mid,63,3,2019-06-03,348,0.10346016618365014,1.0000000000000002,0.0980911132703912,0.5987134730425641,0.09650064584189647,0.4641791329216796,0.09831902236033153,0.3494143097291434
mid,63,3,2019-07-01,350,0.07757697430690752,0.9999999999999997,0.08481185687960625,0.8454756179050189,0.08624289298851268,0.4517565746219847,0.13858409437084276,0.35373917817006834
mid,63,3,2019-08-01,352,0.14800103338751022,0.9999999999999997,0.12694452210339163,0.6885965912489418,0.12052101139365165,0.4948790415302308,0.1078749722773683,0.35452794972158
mid,63,3,2019-09-03,353,0.07529830645065533,0.9999999999999994,0.07080237808907454,0.6808917801850876,0.0805711206007431,0.5426966886694113,0.15318571339525203,0.37198340068374913
mid,63,3,2019-10-01,353,0.07529696061635562,0.9999999999999992,0.08121839856399637,0.8788045640668191,0.09286625004492549,0.6213396561949246,0.10647787715939912,0.40338151543896505
mid,63,3,2019-11-01,353,0.07775476682018762,0.9999999999999986,0.0738984918234779,0.844170370493209,0.07036225976084783,0.6540937490601739,0.0755881725543739,0.4349693725068914
mid,63,3,2019-12-02,354,0.048698643791703945,0.999999999999999,0.061962057448031904,0.9266683839518984,0.0796498235158023,0.7042202250607177,0.084189052039575,0.4777064960037295
mid,63,3,2020-01-02,355,0.07559952533296571,0.9999999999999979,0.07172632822975071,0.8495194429666308,0.06659936579674339,0.7318734749344862,0.07462025672496753,0.4931140949468529
mid,63,3,2020-02-03,355,0.2853876418134523,0.9999999999999992,0.2991663446402984,0.7890305913289409,0.3139147552446279,0.7408498432605106,0.3191851757044016,0.5245075311898991
mid,63,3,2020-03-02,355,0.8798886133043977,0.9999999999999996,1.0347921460088854,0.6371749956245185,1.0503798804429072,0.6821779495984388,1.0426311192563613,0.5284263430306017
mid,63,3,2020-04-01,355,0.3168371108319587,0.999999999999999,0.301060849903314,0.4831619090768092,0.5348745395803176,0.5631917400210027,0.5323303540080219,0.517083086973087
mid,63,3,2020-05-01,355,0.18762915604163502,0.9999999999999998,0.17878281251534428,0.66537943540853,0.33159548264372957,0.4475112478772138,0.4360774510595007,0.48985712143203974
mid,63,3,2020-06-01,355,0.2437149517459393,0.9999999999999996,0.24101973952787395,0.9753301667335403,0.21710660082458808,0.5020546355479728,0.3401625364786275,0.45806796287464496
mid,63,3,2020-07-01,356,0.10082071986577033,1.0,0.18349900632089514,0.6839459774091551,0.1806494920794839,0.5084356181974158,0.2687162015180727,0.448671527740552
mid,63,3,2020-08-03,358,0.09885263195598949,1.0,0.11565936011522847,0.6355049378684503,0.16710134450414996,0.5157568321582863,0.20720156457145972,0.4382136780928766
mid,63,3,2020-09-01,359,0.1517144736607443,0.9999999999999986,0.1336514721045708,0.8840854922161796,0.14302190733519282,0.5383300531316657,0.18839985217542896,0.4425875615922428
mid,63,3,2020-10-01,360,0.15720627153189629,0.9999999999999999,0.14542798976776422,0.8447921868371512,0.15546184816193892,0.5981270893654754,0.1814508600415432,0.4396498171983514
mid,63,3,2020-11-02,360,0.23730278651624595,1.0000000000000002,0.17991956275500076,0.8085315662060318,0.1585153686826341,0.7170170859775571,0.20932649009881266,0.4481347802720663
mid,63,3,2020-12-01,362,0.14487387671319238,0.9999999999999993,0.1232417864877066,0.7922053001305066,0.1261784979147213,0.7772903147516588,0.10884830380300851,0.46269083704706077
mid,63,3,2021-01-04,363,0.3763420745094849,1.0000000000000004,0.3352995713234916,0.844516290545848,0.22405376612844488,0.7770788814080132,0.18553614003226834,0.5025698104799795
