book,window,gross_ann,static_ann,timing_ann,timing_t,timing_share
vol_managed_qqq,long,0.2461907609983391,0.25601391264910267,-0.009823151650763647,-0.3469992602643594,-0.03990056983019731
vol_core_svxy,long,0.26946687259644764,0.2593271927345344,0.010139679861913203,0.32250753147438427,0.03762866939528534
trend_vol_qqq,long,0.20397365024348,0.22672002776341416,-0.022746377519934174,-0.5289584612483581,-0.1115162546377054
defensive_ensemble,long,0.14220384088319102,0.1443690562048925,-0.0021652153217014774,-0.07000290221242922,-0.015226138114511456
dual_momentum_gold,long,0.21457813543677584,0.19949231231342926,0.015085823123346576,0.31439700190303005,0.07030456804296133
dual_momentum_gem,long,0.22718195424793905,0.21091445586041765,0.016267498387521378,0.4115666773620603,0.07160559227238426
momentum_concentrated,long,0.08556770003831629,0.09324906010309733,-0.007681360064781061,-0.30333923429937326,-0.08976938799735683
