book,total_ann,alpha_ann,r2,b_SPY,contrib_SPY_ann,b_TECH,contrib_TECH_ann,b_DUR,contrib_DUR_ann,b_GOLD,contrib_GOLD_ann
vol_managed_qqq,0.24472243201504715,0.05653766237513116,0.8234881611775299,0.9528761434052795,0.12081977257434168,1.359172707451535,0.0679791007239056,-0.033135273390577015,-0.0012215372457840242,0.006155178178977057,0.0006074335877327032
vol_core_svxy,0.26603219011909196,0.08093854892602112,0.7545283189465568,1.073574866261703,0.13612374712177056,0.9742670101678113,0.04872802025311239,-0.05126722154936345,-0.0018899744653447768,0.021602206895704475,0.002131848283843291
trend_vol_qqq,0.20148516870303407,0.07283382800940263,0.4675611896343883,0.5541025413933651,0.07025733984142497,1.1070332779434644,0.055368332731708846,-0.04965859213019208,-0.0018306720800280903,0.0492097240533185,0.004856340200700951
defensive_ensemble,0.1396096075409479,0.04449964148699587,0.4093466226376038,0.33020657838102324,0.04186848834306298,0.6010153973732212,0.03005981948479436,0.04613476742707443,0.001700765708901056,0.21766778057342737,0.021480892517315484
dual_momentum_gold,0.21300414960290465,0.02938035822844092,0.45747485659217346,0.5354000480876072,0.06788596030441651,0.934910786508039,0.046759616475128496,-0.06859491077164309,-0.0025287625483308156,0.7245865132370455,0.07150697714350424
dual_momentum_gem,0.22600822598006934,0.04311464587841467,0.5798947584447234,0.9013606544542413,0.11428787469632627,1.1685773625877067,0.05844646364623848,0.1034617143931146,0.003814132937855858,0.06429554794142427,0.006345108821494758
momentum_concentrated,0.07717399309005515,-0.009153220481820722,0.3404319629408066,0.4456368150927245,0.05650444606351829,0.49378547149869356,0.02469670860736279,0.06463032487937004,0.002382607444238672,0.02779963585075278,0.0027434514568824126
PORT,0.19543368100730715,0.04545020920322651,0.7027091995046157,0.6847368067251347,0.08682108984926588,0.9483945733614957,0.04743400884603584,0.0016529726939691028,6.093710735826993e-05,0.1587595123900928,0.015667436001639116
