book,window,ann_ret,ann_vol,sharpe,max_dd,beta_spy,alpha_spy_ann,alpha_spy_t,r2_spy,beta_up_spy,beta_dn_spy,beta_qqq,alpha_qqq_ann,alpha_qqq_t,r2_qqq,ctrl_asset,avg_exp,ctrl_ann_ret,ctrl_sharpe,ctrl_max_dd,excess_vs_ctrl_ann,sharpe_minus_ctrl
vol_managed_qqq,long,0.23529477991412673,0.25756721341191013,0.950130370916738,-0.40214954303583483,1.0254720912217754,0.11469786827691222,3.35996709053365,0.621920257752898,0.7293467033605415,0.8438445483907199,1.0333316676190556,0.06201917211635041,2.6466021131814554,0.809934812001642,QQQ,1.4479614837636583,0.22518678320298458,0.788189570709819,-0.6442469349683912,0.010107996711142153,0.16194080020691903
vol_core_svxy,long,0.2557754467718696,0.275384222831902,0.9660400562652531,-0.42095020283964135,1.1329479637733706,0.12238024094499934,3.6416571894271272,0.6640640769455866,0.760941707721858,0.9343727455835292,1.0650371564327956,0.0777230861874729,2.7215794197547276,0.7526674849823192,QQQ,1.5942624169607371,0.24321981963641082,0.788189570709819,-0.6863221779909099,0.012555627135458769,0.17785048555543415
trend_vol_qqq,long,0.1919375770117817,0.22664754785391178,0.8889801394758766,-0.3087995780701279,0.6206895360808586,0.12278494191325949,2.9554274365324247,0.29424898257169263,0.2136964498993049,0.41809176062947473,0.6658977974046468,0.08374785148182078,2.2970227191920456,0.4343750320586658,QQQ,1.4727256361788812,0.2283149021376445,0.7881895707098191,-0.6516492743145349,-0.03637732512586278,0.10079056876605752
defensive_ensemble,long,0.136627307147698,0.15154187799292332,0.9212609041803539,-0.2511320011038486,0.35801305988866594,0.0942154009866612,3.235383743066026,0.2189780482125928,0.1357929609160886,0.2428719391270889,0.3799442024143518,0.07243171438621836,2.6424966102938656,0.31631956931000793,SPY,1.8830613298174912,0.18401852217856085,0.6401289581299338,-0.785811368841749,-0.047391215030862854,0.28113194605042013
dual_momentum_gold,long,0.18604778706494174,0.29005891007490164,0.7343478934948148,-0.40875269437009276,0.6301227915942742,0.13310783474475424,2.359010715110129,0.18515955432069153,0.4301457359750555,0.4521659829405109,0.6473709020163393,0.09854257074268125,1.8164614591012263,0.25066036913549317,SPY,1.430886456321099,0.15160781784205768,0.6401289581299338,-0.6694499833173261,0.03443996922288406,0.09421893536488102
dual_momentum_gem,long,0.20566857279062378,0.27835416379437056,0.8119448363884731,-0.4087526943700931,0.9352592411940908,0.10742218559993998,2.5335938232968287,0.4429316798008185,0.7050657820325994,0.7785593420580093,0.9348375336274944,0.06071970321279177,1.5983371018666888,0.5675819611047914,SPY,1.4013736853402017,0.14919778860916266,0.6401289581299339,-0.6604369920758536,0.05647078418146112,0.17181587825853928
momentum_concentrated,long,0.06424752618125407,0.1722056267892151,0.4481502406684961,-0.3098621346232894,0.4550305103711637,0.019478474991595385,0.6309409921932119,0.2739394194621232,0.29254100340621275,0.3717496795871415,0.44431328611965815,-0.001384990762059182,-0.04594423541849397,0.33499295274837615,SPY,0.6555342264308597,0.0775366158680384,0.6401289581299336,-0.3670168750563574,-0.013289089686784328,-0.19197871746143752
